ID,Name,Concepticon_ID,Concepticon_Gloss,Description
towhistleofhumans,to whistle (of humans),,,
chest,chest,,,
balsadriftwoodcork,"balsa driftwood, cork",,,
atreebarringtoniaasiaticaseedsusedforfishpoison,"a tree (_Barringtonia asiatica_, seeds used for fish poison)",,,
washonesface,wash one's face,,,
turnonesbackonsomeone,turn one's back on (someone),,,
smellsomething,smell (something),,,
liverspleen,"liver, spleen",,,
weavedarnknit,"weave, darn, knit",,,
sailwithoutriggeroutofwatertipofacanoe,"sail with outrigger out of water, tip (of a canoe)",,,
haulacanoeorvesseluponshore,haul a canoe or vessel up on shore,,,
pandanuscore,pandanus core,,,
tobeachcanoeorvessel,to beach canoe or vessel,,,
haulaboatuponshore,haul (a boat) up on shore,,,
bindorlashsomething,bind or lash (something),,,
bindlash,"bind, lash",,,
kindofrayfish,kind of rayfish,,,
shelloffamilystrombidae,shell of family _Strombidae_,,,
callbyname,call by name,,,
wildpandanus,wild pandanus,,,
builduppileuperectbuild,"build up, pile up, erect, build",,,
usemouthtohuskcoconutsstripofforpeelonelayeratatime,"use mouth to husk coconuts, strip off or peel one layer at a time",,,
tosuspect,to suspect,,,
toscoldpunishspank,"to scold, punish, spank",,,
tospreadmats,to spread mats,,,
windwardplatformonoutriggerboomsnexttohullofsailingcanoe,windward platform on outrigger booms next to hull of sailing canoe,,,
walk,walk,,,
cultthattattooedandpracticedmagic,cult that tattooed and practiced magic,,,
goawayofhumans,go away (of humans),,,
goeastward,go eastward,,,
gowestward,go westward,,,
travelgobackandforth,"travel, go back and forth",,,
comehereofhumans,come here (of humans),,,
strandsforweavinggarlandsorstringingleis,strands for weaving garlands or stringing leis,,,
toshake,to shake,,,
toshakeahand,to shake (a hand),,,
shakesomething,shake (something),,,
stingingsensationtosting,"stinging sensation, to sting",,,
havesexualintercoursewithsomeone,have sexual intercourse with (someone),,,
sexualintercourse,sexual intercourse,,,
tarosprout,taro sprout,,,
legendfolkloristicstory,"legend, folkloristic story",,,
rubit,rub it,,,
rubfrictionscrape,"rub, friction, scrape",,,
makeafirebyrubbingsticks,make a fire by rubbing sticks,,,
strikeamatch,strike a match,,,
whalemeat,whale meat,,,
breastnippleteat,"breast, nipple, teat",,,
rainbowcolored,rainbow colored,,,
spinesonafish,spines on a fish,,,
betwistedsquirm,"be twisted, squirm",,,
twirlturnroundandroundwindbekinkyofhair,"twirl, turn round and round, wind, be kinky (of hair)",,,
wigglewriggle,"wiggle, wriggle",,,
veinarterybloodvessel,"vein, artery, blood vessel",,,
nest,nest,,,
rabbitfish,rabbit fish,,,
findorsalfin,"fin, dorsal fin",,,
gums,gums,,,
designedgesofboats,design edges of boats,,,
redfootedbooby,red-footed booby,,,
to,to,,,
tohimherit,to him/her/it,,,
tothem,to them,,,
eatsomethinginthismanner,eat something in this manner,,,
bitethedustfeedoffasurfaceasfishfeedingoffareefsurface,"bite the dust, feed off a surface (as fish feeding off a reef surface)",,,
palateofmouth,palate of mouth,,,
unabletostomachorenduresomething,unable to stomach or endure (something),,,
unabletostomachsomethingunabletoendure,"unable to stomach something, unable to endure",,,
chantwhiledrawingupacanoe,chant while drawing up a canoe,,,
sound,sound,,,
groanmoanmumble,"groan, moan, mumble",,,
groanmoanrumblegrowlgrunt,"groan, moan, rumble, growl, grunt",,,
tocrunchasineating,to crunch (as in eating),,,
acoralbrownorwhiteseveralbranchessmooth,"a coral (brown or white, several branches, smooth)",,,
aconstellationcomprisingbetamuandlambdapegasus,"a constellation comprising beta, mu, and lambda Pegasus",,,
directionalpostpositiontowardathirdpartyneitherspeakernorhearer,"directional postposition, toward a third party, neither speaker nor hearer",,,
swaggerstrut,"swagger, strut",,,
shape,shape,,,
biggreatlargeplenty,"big, great, large, plenty",,,
skullcoconutshell,"skull, coconut shell",,,
hibiscustiliaceus,_Hibiscus tiliaceus_,,,
gravel,gravel,,,
skipjackcarangidlessonii,skipjack (_Carangid lessonii_),,,
fly,fly,,,
rollerforlaunchingacanoe,roller for launching a canoe,,,
disappeardieout,"disappear, die out",,,
topofcanoesmast,top of canoe's mast,,,
smallpoolonreefatlowtideorininteriorofisland,small pool on reef at low tide or in interior of island,,,
smegma,smegma,,,
midribofacoconutleaf,midrib of a coconut leaf,,,
scorpionfishstonefish,"scorpion fish, stonefish",,,
fivefivegeneralfiveanimatefifty,"five, five (general), five (animate), fifty",,,
toloadfillsomething,"to load, fill (something)",,,
toloadfill,"to load, fill",,,
canoerollers,canoe rollers,,,
tobeignorantofnottoknowsomething,"to be ignorant of, not to know (something)",,,
towavewaveatsomeone,"to wave, wave at (someone)",,,
tofillsomething,to fill (something),,,
bekind,be kind,,,
frightensomeone,frighten (someone),,,
toshade,to shade,,,
seahibiscus,sea hibiscus,,,
feelcoldofpeople,feel cold (of people),,,
haveashavedhead,have a shaved head,,,
coldofthings,cold (of things),,,
counterfortens,counter for tens,,,
fromthan,"from, than",,,
awayfromyouandme,away from you and me,,,
crabsp,crab sp.,,,
beardmustachehisbeard,"beard, mustache, his beard",,,
toneedwantsomething,"to need, want (something)",,,
gallbladdergall,"gallbladder, gall",,,
carrysomethingunderarm,carry (something) under arm,,,
hisshoulder,his shoulder,,,
torideonavehicle,to ride on a vehicle,,,
removemeatfromacoconut,remove meat from a coconut,,,
rideonit,ride on it,,,
coconutshell,coconut shell,,,
toripsomethingoff,to rip (something) off,,,
toripsomethingoffbreakalockopen,"to rip (something) off, break (a lock) open",,,
tomakeanet,to make (a net),,,
reefpasschannel,"reef pass, channel",,,
givinglotsofsapofacoconuttreespoutofcoconutleafalongwhichcoconutsapisdrainedintoacontainer,"giving lots of sap (of a coconut tree), spout of coconut leaf along which coconut sap is drained into a container",,,
toprotrude,to protrude,,,
smalllice,small lice,,,
toputundersomethinginweavingtostickthroughsomething,"to put under (something, in weaving), to stick through (something)",,,
slicechip,"slice, chip",,,
tosufferamorallapse,to suffer a moral lapse,,,
manymuch,"many, much",,,
stabpokeinject,"stab, poke, inject",,,
distantfaroff,"distant, far off",,,
constellationname,constellation name,,,
bathesomeone,bathe (someone),,,
ninegeneralclassofthings,nine (general class of things),,,
stabetcsomething,"stab, etc. (something)",,,
atollsmallislandisletatollof,"atoll, small island, islet, atoll of",,,
tosqueezebypulling,to squeeze by pulling,,,
howmanyhowmuch,how many? how much?,,,
topeelwiththeteeth,to peel with the teeth,,,
lobstersicvariety,lobster [_sic_] variety,,,
demonghost,"demon, ghost",,,
toreachbystretching,to reach by stretching,,,
nearhimwithhiminhispossession,"near him, with him, in his possession",,,
startafirewiththefireplow,start a fire with the fireplow,,,
todrawwater,to draw water,,,
treespecieswithwhiteflowers,tree species with white flowers,,,
draworfetchwater,draw or fetch water,,,
transportsomething,transport (something),,,
totakeinavehicletransport,"to take in a vehicle, transport",,,
startafire,start (a fire),,,
tohuskacoconutwiththeteeth,to husk (a coconut) with the teeth,,,
incompoundsonly,(in compounds only),,,
makeanest,make a nest,,,
cooksomething,cook (something),,,
tocook,to cook,,,
letterofthealphabetmarktattoo,"letter of the alphabet, mark, tattoo",,,
towritemarkortattoosomething,"to write, mark, or tattoo (something)",,,
usearepellenttoforcefishfromhiding,use a repellent to force fish from hiding,,,
stringforstringingthingstoworkatstringing,"string for stringing things, to work at stringing",,,
limitedrestricteddividedpartitioned,"limited, restricted, divided, partitioned",,,
ruberasesomething,"rub, erase (something)",,,
ruberase,"rub, erase",,,
topeeratsomething,to peer at (something),,,
bemoistofmeatfatfromfish,"be moist (of meat), fat (from fish)",,,
dorsaloranalfin,dorsal or anal fin,,,
fingerortoefingerortoeof,"finger or toe, finger or toe of",,,
towindrope,to wind (rope),,,
befreebeonesownboss,"be free, be one's own boss",,,
toreleaseoruntierope,to release or untie (rope),,,
bigeartaro,big-ear taro,,,
clearofspeechopenobvious,"clear (of speech), open, obvious",,,
cutwithanupwardstroke,cut with an upward stroke,,,
cutsomethingwithanupwardstroke,cut (something) with an upward stroke,,,
toliftsomethingupfromtherearendasincatchingturtles,to lift (something) up from the rear end (as in catching turtles),,,
againreturn,"again, return",,,
woodenbowl,wooden bowl,,,
answertalkbacktosomeone,"answer, talk back to (someone)",,,
togiveananswer,to give an answer,,,
landislandlandof,"land, island, land of",,,
speciesofturtle,species of turtle,,,
bendbackoneshead,bend back one's head,,,
tocomeout,to come out,,,
bepulledoutcomeoff,"be pulled out, come off",,,
fishspecieskindofsoldierfish,"fish species, kind of soldier fish",,,
pullsomethingout,pull (something) out,,,
seabass,sea bass,,,
totrytocatchortocatchontosomething,to try to catch or to catch on to (something),,,
fishspecies,fish species,,,
boy,boy,,,
birdspecies,bird species,,,
toswoop,to swoop,,,
tolandofbirdorairplane,to land (of bird or airplane),,,
kindofgoatfish,kind of goatfish,,,
inheritancesouvenirkeepsakememory,"inheritance, souvenir, keepsake, memory",,,
clan,clan,,,
waitforsomething,wait for (something),,,
towait,to wait,,,
tryortastesomething,try or taste (something),,,
totrytaste,"to try, taste",,,
topoundhit,"to pound, hit",,,
topoundsomething,to pound (something),,,
akindofbarracuda,a kind of barracuda,,,
cheekhischeek,"cheek, his cheek",,,
pinnacleofatreegrowingendanditsbase,"pinnacle of a tree, growing end and its base",,,
holysacredareligiousservicetoholdareligiousservice,"holy, sacred, a religious service, to hold a religious service",,,
gravecemetery,"grave, cemetery",,,
crycryaboutsomething,"cry, cry about (something)",,,
fishspecieskindofemperorfish,"fish species, kind of emperor fish",,,
youdual,you (dual),,,
hisfoodfoodof,"his food, food of",,,
treespecies,tree species,,,
scratchsomething,scratch (something),,,
tothrow,to throw,,,
tobowtopayhomagetosomeone,"to bow to, pay homage to (someone)",,,
bowpayhomage,"bow, pay homage",,,
bendsomethingwithamovementofthewristtwistsomethingoffbreaksomethingwithasnap,"bend (something) with a movement of the wrist, twist (something) off, break (something) with a snap",,,
strutsonoutrigger,struts on outrigger,,,
wrapsomething,wrap (something),,,
towrap,to wrap,,,
bitpiece,"bit, piece",,,
picturephotograph,"picture, photograph",,,
takeapictureof,take a picture of,,,
markforreciprocalbadtreatment,mark for reciprocal bad treatment,,,
clamsp,clam sp.,,,
pinchwiththenailscutgrasspluckfeatherspickflowers,"pinch with the nails, cut grass, pluck feathers, pick flowers",,,
pinchetcsomething,"pinch , etc. (something)",,,
tobendtwistsomething,"to bend, twist (something)",,,
bebenttwistedbreakwithasnap,"be bent, twisted, break with a snap",,,
hismatmatof,"his mat, mat of",,,
togrindascoconutsshave,"to grind (as coconuts), shave",,,
huskingstickhuskwithahuskingstickhuskit,"husking stick, husk with a husking stick, husk it",,,
togrindcoconuts,to grind (coconuts),,,
dolphinfish,dolphin fish,,,
cutintosomething,cut into something,,,
cutintoit,cut into it,,,
astory,a story,,,
hiscatch,his catch,,,
scrapewithahardobject,scrape with a hard object,,,
skirtmadeofleavesorgrass,skirt made of leaves or grass,,,
totwiststrandsofcoconutfibertomakestring,to twist strands of coconut fiber to make string,,,
totwiststrandsrollacigarette,"to twist (strands), roll (a cigarette)",,,
nearclose,"near, close",,,
aweavefiber,"a weave, fiber",,,
fishhookcatchwithhook,"fishhook, catch with hook",,,
lagoon,lagoon,,,
thoughttothink,"thought, to think",,,
kindofeel,kind of eel,,,
branchingcoral,branching coral,,,
tonguehistonguetongueof,"tongue, his tongue, tongue of",,,
omenofsuddenrainshowertakentobeapresageof,"omen of, sudden rain shower taken to be a presage of",,,
bogsmalltaropatch,"bog, small taro patch",,,
shellwithspikelikeprotrusions,shell with spike-like protrusions,,,
beautifulofpeoplefitofclothes,"beautiful (of people), fit (of clothes)",,,
thinksomething,think (something),,,
remembersomething,remember (something),,,
canoelinesheet,"canoe line, sheet",,,
fishspkindofspinefoot,"fish sp., kind of spinefoot",,,
outsideoutsideof,"outside, outside of",,,
tolayeggs,to lay eggs,,,
tostrainsomething,to strain (something),,,
bailertobail,"bailer, to bail",,,
bailacanoe,bail (a canoe),,,
afoldhemcufftofold,"a fold, hem, cuff, to fold",,,
holecraterscar,"hole, crater, scar",,,
toinvite,to invite,,,
itsremains,its remains,,,
belonelyhomesick,"be lonely, homesick",,,
supportbeamrunningparalleltothegroundprop,"support beam running parallel to the ground, prop",,,
raisesomethingwithaprop,raise (something) with a prop,,,
toraisewithaprop,to raise with a prop,,,
ripemiddleaged,"ripe, middle aged",,,
livingcreatureoflandorair,living creature of land or air,,,
portionofreefexposedalowtide,portion of reef exposed a low tide,,,
todryupofreef,to dry up (of reef),,,
barrenfield,barren field,,,
spirituallypowerfulabletodomagic,"spiritually powerful, able to do magic",,,
preservedbreadfruit,preserved breadfruit,,,
stinksmellbad,"stink, smell bad",,,
tired,tired,,,
ashamedembarrassedbashfulshy,"ashamed, embarrassed, bashful, shy",,,
beforelongago,"before, long ago",,,
stainedfromcoconuthuskorfruit,stained from coconut husk or fruit,,,
left,left,,,
driedupdeadofleavesbrownofdriedvegetation,"dried up, dead (of leaves), brown (of dried vegetation)",,,
afraidscared,"afraid, scared",,,
thingof,thing of,,,
tokisssomeoneoncheekorhand,"to kiss (someone, on cheek or hand)",,,
beforgetful,be forgetful,,,
bealivefreshrawlife,"be alive, fresh, raw, life",,,
spoiledrottenputrid,"spoiled, rotten, putrid",,,
pandanuskeyhispandanuskeypandanuskeyof,"pandanus key, his pandanus key, pandanus key of",,,
dizzy,dizzy,,,
unconscious,unconscious,,,
goodprettynice,"good, pretty, nice",,,
hurryup,hurry up!,,,
snappeddivorced,"snapped, divorced",,,
snapsomething,snap (something),,,
sit,sit,,,
vegetablegarden,vegetable garden,,,
totastesomething,to taste (something),,,
havetaste,have taste,,,
coconutleafmidrib,coconut leaf midrib,,,
havemanychildren,have many children,,,
wringout,wring out,,,
midribofcoconutfrond,midrib of coconut frond,,,
pushwiththefeet,push with the feet,,,
pushsomethingwiththefeet,push (something) with the feet,,,
depression,depression,,,
puddle,puddle,,,
toarriveofpeople,to arrive (of people),,,
nestnestof,"nest, nest of",,,
todefecateon,to defecate on,,,
sproutingcoconut,sprouting coconut,,,
bespreadaround,be spread around,,,
waving,waving,,,
tofittightcling,"to fit tight, cling",,,
flatlevel,"flat, level",,,
toawakensomeone,to awaken (someone),,,
pandanuscud,pandanus cud,,,
cemetery,cemetery,,,
vaginahervaginavaginaof,"vagina, her vagina, vagina of",,,
movearoundsurround,"move around, surround",,,
surroundsomething,surround (something),,,
patordrumsomething,pat or drum (something),,,
topattodrum,"to pat, to drum",,,
choosesomething,choose (something),,,
freshwaterhisfreshwaterfreshwaterof,"fresh water, his fresh water, fresh water of",,,
river,river,,,
coverorstopperitscoverorstopped,"cover or stopper, its cover or stopped",,,
lymphnodeslumpnodesof,"lymph nodes, lump nodes of",,,
getfreefromworkorconfinement,get free (from work or confinement),,,
toflickafingertostrumaguitar,"to flick (a finger), to strum (a guitar)",,,
blocked,blocked,,,
towipesweepsomething,"to wipe, sweep (something)",,,
tomesssomethingup,to mess (something) up,,,
tomessupdisarrange,"to mess up, disarrange",,,
mackerel,mackerel,,,
plantedtoplantaplantedthing,"planted, to plant, a planted thing",,,
todefecate,to defecate,,,
giveadvice,give advice,,,
advisesomeone,advise (someone),,,
thinboardorsheetoflumber,thin board or sheet of lumber,,,
abletoholdbreath,able to hold breath,,,
toweave,to weave,,,
awaken,awaken,,,
itsforelimb,its forelimb,,,
hearthcookingarea,"hearth, cooking area",,,
say,say,,,
brokensplitoperatedon,"broken, split, operated on",,,
tobreakorsplitsomething,to break or split (something),,,
emergecometoview,"emerge, come to view",,,
tobethroughpenetratedemergeorcometoview,"to be through, penetrated, emerge or come to view",,,
saytotellsomeone,"say to, tell (someone)",,,
stupid,stupid,,,
