PPC	*adoola	‘variety of sweet-husked coconut palm’	Chk atoon, ótoon; Pul yótool, yótoolá-(n); Crl atool; Wol atoole; PCk *adoola; Pon adool	Cf. Yap waqthoel, waqtoel, waqtool ‘a type of tree’.		
PCk	*coo, coo-fara	‘mature coconut’	Chk choo, choo- ‘very ripe c., copra’, choo-far ‘sprouting c.’; Pul Roo, Roo-faar (sic); Crl shoo, shoo-far; Crn Roo, Roo-far; Wol shoo, shoofare; PuA soa; Sns soo.		See also PCk *coo, (ka)-coocoo ‘strong’.	
PCk	*coo, (ka)-coocoo	‘strong’	Chk cho ‘s.’, (ó)-choocho ‘strive, try hard’; Pul (ya)RooRo ‘try hard, exert strength’; Crl sho ‘be very s., powerful, tough’, Wol (ga)-shooshoo ‘try desperately, try hard’.	Cf. Fij doa ‘heartwood of a tree’; PPn toa ‘casuarina or ironwood tree’.	Cf. also PCk *coo, coo-fara ‘mature coconut’.	
PCk	*coroŋo	‘noisy condition’	Chk choroŋ, chchoroŋ ‘be bothered by noise’; Crl tchoroŋ, tchoroŋo-(l) ‘loud noise, l. n. of, speak loudly’; Wol chchoroŋo; PuA soloŋa ‘be noisy’.		See PMc *roŋo ‘hear, listen’, PCMc *ca- ‘state of being’.	
PCk	*cúkú	‘basket made of coconut leaves’	Chk chúúk, chúkú-; Pul Rúúk, Rúkú-; Crl shúúgh; Crn Rúúg; Wol shúúgú, shúgú-; Uli cúúg |(Bender et al. 1984); PuA súkú-(ni-kana) ‘throat (basket of food)’.			
PCk	*cúll[ae]	‘post, stake’	Chk chúún, chúnne-(n) ‘p., paling, picket, p. of’; Pul Rúúl ‘s. (as to support side embankments of taro plots)’; Wol shúnne ‘house wall’.			
PCk	*cúú-	‘on, on top of (a canoe)’	Pul Ruu-(n); Crl shúú-(l); Wol shúú-(li) ‘topside of’; PuA (i)-súú-(ni) ‘on top of’.			
PCk	*cuku	‘mound, hill, mountain, name of Chuuk (Truk)’	Chk chuuk, chuku-; Mrt shuuk; Pul Ruuk; Crl shuugh, shugu-; Crn Ruug, Rugu-; Stw Ruuk; Wol shuugu, shugu-.			Pon ruk ‘Chuuk’ is presumably a loan, as is Mok ruk, Mrs rikw, and Ksr ruk. Cf. Kir (te)-riki ‘land formed by the washing up of sand’. See also Marck (1994:320) PCk *t’uku.
PCk	*cúyicúyi	‘yard, boom (of canoe)’	Chk chúúchúú-(feefin) ‘b. of sailing canoe’, chúúchúú-(mwáán) ‘y. of a sailing canoe’; Pul RúúRú (hóón) ‘b.’, RúúRú (mwáán) ‘y.’; Crl shúúshúú-(mwáál) ‘topmost section of vertical b. on a sailing canoe’, shúúshúú-(shóóbwut) ‘uppermost section of horizontal b. on a sailing canoe’; Wol shúúshúú ‘y. (of a canoe)’.		See PMc *cuyi- ‘bone’.	
PCk	*cúyi-falú	‘nail (in carpentry)’	Chk chúú-fén; Pul Rii-fal, ccii-fal; Crl tchú-fal ‘to hammer down, nail tight, fasten with a sharp stick’, tchú-falú-(w) ‘to nail it’; Wol chchii-felú ‘nail’; PuA si-danú (sic) |(cf. sii-tapwu ‘needle of hibiscus used for weaving’).		See PMc *cuyi‘ bone’, PWMc *falu2 ‘prick, pointed object’.	
PCk	*daa	‘intestine’	Chk taa, taa-(n) ‘i., his i.’; Pul taa; Crl taa; Wol taa.	Cf. Yap t’aay ‘its i., feces, guts, filth, remains, rust’; PEO ? *[sz]aRa; Saa tala, ta’atala ‘a row, string’; Aro tara ‘in a row, in succession’; Kwa tala ‘ailment (hernia) in which part of intestine protrudes’.	Cf. PPC *taka, taka-ni ‘stomach, have stomach for’.	
PCk	*dadda[ln]i	‘a pelagic fish’	Chk tetten ‘a kind of yellowtail pompano’; Crl táttál ‘sp. of edible p. f.’	Cf. Ksr al ‘a kind of fish’.	Cf. also PMc *mam[ei] ‘a large fish’.	
PCk	? *[dt]afi[dt]afi	‘box for fishing gear’	Wol tafitefi ‘fishing kit’; PuA taditadi ‘covered box of square shape’.			
PCk	*daiko	‘turmeric’	Chk teyuk, teyik, teyuka-(n), teyika-(n) ‘t., cosmetic made from t., his t.’; Pul táyk (sic) ‘prepared t.’, táyko-ni-(y) ‘keep or acquire t.’; Wol taigo ‘t.’	Cf. Pon ɔɔŋ, ɔŋa(lap) ‘t.’		
PCk	*daki-[ae]ta	‘be high, height’	Chk teki-ya ‘height, greatness, high rank, be high, lofty, exalted in rank’, teki-yaa-(tá) ‘get higher’; Pul táki-yáh, -yáhá-(n) ‘be high, height, h. of’; Crl tághe-yas, tághá-ás ‘be very high, be extremely tall’; Crn tági-yah ‘be very high, be extremely tall’; Wol tagi-yate ‘be high, tall, great, lofty’, tagi-yetaate ‘high place, raised place’; PuA taki-eta ‘height, pride’.			
PCk	? *dakka	‘be finished’	Chk tak; Pul takk; Crl takk ‘be f.’, (a)-takka, (a)-takka-(a-ló) ‘finish it, cause it to be f.’			
PCk	*dakua	‘yellow-fin tuna’	Chk toku, #tokuu-; Pul tóku ‘bonito’; Crl tógu ‘kind of tuna’; Crn togu ‘kind of tuna’; Wol taguwe; PuA takua.			
PCk	? *d[ae]ŋarik[ai]	‘large basket’	Chk teŋerik, teŋerike-n ‘women's large fishing b., b. of’; Wol teŋarigi ‘huge round b.’			
PCk	*dao, dao-fi-	‘to rub, stroke’	Chk tóó-f ‘give an alcohol r.’, tóó-fe-e-(y) ‘give an alcohol r. to (s.o.)’, tóó-fi ‘r. gently, pat, carees’; Pul tóó-f ‘wipe, r. gently, caress’, tóó-fe-(y), tóó-fi ‘to r. (s.t.), wipe (dishes), braid (rope)’; Crl tóótó ‘s., r. gently, caress’, tóó-fi ‘pet, s., r., caress (a person or animal)’; Wol tóótóó ‘massage, rubbing or kneading part of the body’, tóó-fi-(i) ‘r. it, massage it’, tóó-f-agi ‘be rubbed, be massaged’.			
PCk	*dappe	‘category, kind’	Chk táppi-(n) ‘his age-mate, age-mate of, generation of’, táp ‘age group (in counting)’; Pul tappe-(n) ‘k. of, age of’; Crl tappa-(l) ‘size, age, or kind of (person or thing)’, tapatap ‘be the same age, be the same level or rank’; Crn tappa-(n); Wol tappi ‘k., sort’, -tap, -tep ‘k. of thing (in counting)’, tappe ‘clan, clan member, tribe’.			
PCk	*dapwa, dapwe-e-	‘follow’	Chk ttapw ‘be next, be afterward, f.’, tapwa-(to) ‘f., be next’, tapwe-e-(y) ‘f. after (him), chase, pursue’; Mrt tapwe (sic) ‘to f.’, tapwe-e-(y) ‘f. him’; Pul tapw ‘to chase, run after’, tapwe-e-(y-ló) (sic) ‘to accompany, go with’; Crl tabw ‘accompany, f.’, tabwe-e-(y) ‘accompany or f. (s.o.)’; Stw tapwe-e-(y) ‘f. him’; Wol ttabwe ‘to chase, run after, accompany, f.’, tabwe-e-(ye) ‘f. or accompany (him)’; PuA tapwe (sic) ‘f. or imitate it’.	Cf. Ksr (e)-tæwi ‘f., believe in, conform to (s.t.)’.		
PCk	*[dt]ara	‘belt’	Wol taare, tera-(i) ‘b., my b.’; PuA taala, tala- ‘b., loin cloth’.			
PCk	*d(ae)r(ae)	‘torn, destroyed’	Chk ter, teri-(nó) ‘be devastated, ruined, stripped’, (nóó)-ter ‘tidal wave’; Pul ttere-(y) ‘to devastate (with waves)’, tter ‘crash high (of waves on a canoe)’, (nó)-tter ‘a very high wave’; Wol tare ‘be broken, ripped, torn, destroyed’, (ga)-tera-(a) ‘rip it, tear it, rend it, destroy it, break it’, (ga)-tettare ‘rip, tear, end, break, destroy, be breaking, be destroyed’, tera-gi-(i) ‘take it apart’.	Cf. Mrs jar ‘split, torn off’.		There are problems here with the Chk and Pul forms.
PCk	*daú, daú-ki	‘go on all fours, crawl, climb’	Chk té ‘walk on the hands, creep or crawl on all fours’, téé-(tá) ‘creep or crawl up, climb or clamber up, ascend, rise’, téé-ki, téé-si (duoblet) ‘invade, infest, crawl upon (s.t.)’; Pul téé-(tá) ‘to climb, go up, rise’, téé-ki-y ‘climb up (a tree, as a person or vine)’; Crl té ‘crawl’, téé-(tá) ‘climb’, téé-ghi ‘climb up s.t.’; Crn téé-gi ‘climb up s.t.’; Wol téé ‘climb, move’, téé-(tage) ‘climb up’, téé-gi-(i) ‘climb it’; PuA taútaú ‘to climb with hands, arms, and legs’, taú-(take) ‘ascend, climb up’.	Cf. Pon dow ‘to climb’, dau-r ‘to climb (s.t.)’; Mok dow ‘to climb’; Mrs te-(bwal), te-(bwalbwal) ‘to crawl, creep’. @Cf. Bug halu ‘to go’.	See also PCk *daú-llawa ‘to creep, crawl on hands and knees’.	
PCk	*daú-llawa	‘to creep, crawl on hands and knees’	Chk té-nnaw; Pul téé-law ‘crawl (as a crab)’; Crl tte-llów; Crn té-llaw; Wol téé-nnawe.		See also PCk *daú, daú-ki ‘go on all fours, crawl, climb’.	
PCk	? *d[ao]wura	‘reef pass, channel’	Pul tówúr, tówúré-(mám) (sic) ‘p. in a reef, our p.’; Crl tówur ‘channel in a reef’; Crn tour ‘channel in a reef’; Wol toure, toure-(li) ‘channel, bed of a running stream, river, c. of’.			
PCk	*ddaf[ei], dafi-i-	‘be open’	Crl ttáf ‘be wide o.’, tafi ‘to o. it wide’; Wol ttafi ‘be opened (of vagina), pulled apart’, tafitefi ‘to o. (vagina), pull apart’, tafi-i-(ye) (sic) ‘to o. it with the fingers, to pull it apart’.	Cf. Saa taha ‘be o., have a channel’; Aro taha ‘to o.’, tahataha ‘opening’; Kwa tafa ‘be o.’	Cf. also PMc *[sS]afi, PPC *dafa, dafa-ŋi, PMc *tafa, tafa-Si.	
PCk	*ddari, li-ddari	‘go about gathering or in search of s.t.’	Chk tter ‘go about in s. of, look for, gather, collect’, tteri ‘look or s. for it’, ni-tter ‘a light brown land bird’ (‘searcher’); Crl ttar, ttár ‘to s. for and gather medicinal plants’, tári ‘to pick (leaves) for medicine’; Wol (li)-tteri ‘a kind of bird’.			
PCk	*ddiri	‘fast, speedy’	Chk (mwi)-ttir, -ttiri-n ‘f., s., quick, speed, s. of’; Pul (mú)-ttir ‘f., s.’ (said to be loan from Chk); Wol ttiri ‘be f., s., early, soon’.			
PCk	*ddo	‘have a hollow’	Chk (mwmwó)-ót, (mwó)-tto- ‘have a h., be cupped’, (mwó)-tto(noŋ) ‘be dented, have a h., groove, concavity’; Wol tto ‘to be deep (of water), extending far downward from the top or top edges’.			
PCk	*ddoko	‘kind of clam’	Chk tto, ttoo-(n) ‘variety of small tridachna c., c. of’; Crl ttó ‘tridachna c.’; Wol ttogo ‘c., any of hard-shelled, usually edible, bivalve mollusks’.			
PCk	*ddupwo	‘contribute to a communal undertaking’’	Chk ttupw ‘be collected, gathered together, assembled (of things)’, ttupwu-ni ‘to c. (s.t.)’; Pul ttupw ‘contribution (usually food, as to communal feast)’; Crl ttubw, ttubwo-(l) ‘contribution of food or money, his c.’; Wol ttube-(liimwe) ‘contributed one's share of whatever has been designated by a group of elders, c. according to the number of houses’.	Cf. Saa supu-ŋi ‘to offer, entreat’.		
PCk	*deka, deka-ri or *dake, dake-ri-	‘to move close along or over’	Chk tá ‘come close, skirt’, táá-ri ‘to skirt, skim, sail close along the shore of, fly low along’; Pul táá-(nó) ‘to surf, body surf (as with hands or board)’; Crl táá-ri ‘to pass very close by (a specific point)’; Wol tega-ri-(i) ‘to make one's way on (a path), walk on, take (a path)’.			
PCk	*dik[ae]	‘tilt, tip over’	Crl tigh ‘to tip over, capsize (of a drinking glass, container, or boat)’; Wol tige ‘to slant, incline, lean, tilt, be slanted’.	Cf. Pon dikow ‘to bend forward (of people), be tilted’; Mok dokow ‘to somersault’.		
PCk	*dikadika	‘straight-edge adze’	Chk tiketik; Wol tigetige ‘chisel, sharp-edged tool for cutting or shaping wood and stone’.	Cf. Mrs jékjék ‘cut, hew, chop’.	See also PCk *dika, dikka ‘cut and lift off or out, peel’.	
PCk	*dika, dikka	‘cut and lift off or out, peel’	Chk (e)-ttik ‘be scraped or peeled, be peeling (as in sunburn), be stripped into strips (of bark)’, (e)-ttika ‘strip it, p. it, scrape it’; Pul (yá)tikk ‘cut out (as copra), p. (as a banana)’, (á)-tikka ‘c. it out, p. it’; Crl (á)-tikk ‘copra’, (á)-tikka ‘to remove (coconut meat) from the shell’; Wol (ga)-tikka ‘c. s.t. (with a knife) and lift it up (as in cutting copra)’.	Cf. Pon kɛd, kadi-ŋ ‘c. open to remove contents’, Mrs jékjék ‘cut, hew, chop’.		
PCk	*diki, ddiki	‘sound, make sound’	Chk ttik ‘sound, whistle, song of birds, chirp, buzz, peep, squeal, trill, strum, ring’, (á)-ttik ‘act of making s.t. s., engage in causing to s., play a musical instrument, whistle between the teeth’, (á)-ttiki, (e)-ttiki ‘play it, whistle to him, make him squeal’; Pul ttik, (yá)-ttik, (yá)-ttiki-(y); Crl ttigh ‘to ring (of a bell)’, (á)-ttigh ‘to whistle shrilly’, (á)-ttighi ‘to play (a musical instrument)’, (á)-tittigh ‘phonograph, tape recorder, radio’; Crn ttig ‘to ring (of a bell)’; Wol ttigi, (ga)-tigitigi.	Cf. PAn *siŋgit ‘shout, yell at s.o.’ (Blust 1989:165).		
PCk	*dikkaa	‘coconut oil’	Chk tikka, tikkaa-(n) ‘unscented c. o., u. c. o. of’; Pul tiikka (sic) ‘c. o. melted on a fire’; Crl tikka ‘general term for body or hair oil, especially c. o.’; Wol tikkaa ‘c. o.’			
PCk	*dila, dila-ŋi-	‘chop lengthwise, split’	Chk tin ‘be chopped lengthwise, be separated, be split’, tinetin ‘c. l., separate, split’, tine-ni ‘c. (s.t.) l.’, tine-(pwu) ‘cut in half (of a coconut shell)’; Pul tile-ŋi-(y) ‘to cut open, split’; Crl tili-ŋi ‘to split or separate (an object) into halves’, tili(bwu) ‘split a whole coconut shell in half’; Wol tile-ŋi-(i) ‘open it, split it, crack it’, tile-ŋagi ‘be opened , split, cracked’; PuA tina-ŋi ‘cut it into half, split it’.	Cf. Kir rine ‘to exceed, excel, be superior, pass beyond, project above’. 	See also PCk *dila-wupwa ‘distance from outstretched finger-tip to mid-chest (cloth yard, lit. “breast split,” a measure in counting)’.	
PCk	*dila-wupwa	‘distance from outstretched finger-tip to mid-chest (cloth yard, lit. “breast split,” a measure in counting)’	Chk tine-wupw; Crl tilo-ubw; PuA tino-upwa.		See also PCk *dila, dila-ŋi- ‘chop lengthwise, split’, PMc *wupwa ‘belly, abdomen, torso’.	
PCk	*dili	‘a small fish’	Pul tiil, tili-(n) ‘tiny growth stage of various f., f. of’, tiil ‘sp. of small ocean f., anchovy’; PuA tiini, tini- ‘sardine’.		Cf. PCk *dili-mwaúlú ‘a fish’, PWMc *sili ‘louse egg, nit’.	
PCk	*dili-mwaúlú	‘a fish’	Pul tili-mool, -mooli-(n) ‘kind of f. caught in scoop nets, f. of’; Crl tili-mwéél ‘sp. of edible deep-sea f.’; Wol tili-mwéélú ‘a kind of tiny f.’		Cf. PCk *dili ‘a small fish’, PMc *mwonu ‘squirrel fish’.	
PCk	*dilo, diddilo	‘talk, converse, a story’	Chk tuno- ‘express or make known in speech’, tuno-(fóós) ‘be garrulous in a nasty way, gossip’, tuno-(mmóŋ) ‘to exaggerate’, tuttun-(nap), #tuutun-(nap) ‘s. (told for entertainment)’; Crl tittil-(lap) ‘s., tell a s.’; Crn túttúl-(lap) ‘s., tell a s.’; Wol túttúle ‘to t. about s.o.’, túle-e-(y) ‘to t. about him’, tittin-(nape) ‘to c., tell stories, chat’; PuA tino, tittino ‘s., tradition, word’.	Cf. Kir rino-a ‘to finish well, to perfect’, rinorino-a ‘to make or do with great care’, (te)-rinorino ‘particularity, preciseness, exactness’.		
PCk	*diŋaro	‘request, plea’	Chk tiŋor, tiŋór, tuŋór ‘make a r. or p., ask for s.t., a r., p.’, tiŋoree-(y) ‘to ask (s.o. for s.t.)’; Mrt tuŋorɛ-(y) ‘desire, lust for (s.t.)’; Pul tiŋor, tiŋore-(y); Crl tiŋór, tiŋóre-e-(y); Stw tiŋór, tiŋóre-e-(y); Wol tiŋaro, tiŋaro-o-(we); PuA tiŋalo			(Bender et al. 1984).
PCk	*dipwa, dipwa-i-	‘lever, lift (s.t.) with a lever’	Chk tiipw, tipwe-(n) ‘auxiliary rods used in complicated weaving, a. r. of’, tipw ‘prized, pried, lifted with a l.’, tipwetipw ‘use the auxiliary rods on the loom’, tipwe-e-(y) ‘prize it up, lift it with a l., use the auxiliary rods on (the loom)’; Pul tiipw ‘auxiliary rods in complicated weaving pattern’; Wol tiibe, tiba-(li) ‘lever, sticks of the loom’, tibetibe ‘use a fork or chopsticks’, tibe-i-(ye) ‘lift it up with a fork or chopsticks’.			
PCk	*diw[ao]	‘change location’	Chk tiw ‘change one's location’, tiwe-(tiw) ‘disembark’, tiwe-(to) ‘move hither’; Mrt tuwo-(loŋ) ‘come ashore’; Pul (yá)-tiwá-(tiw) ‘to come down from (as a canoe)’, (yá)-tiwe-e-(y) ‘bring it ashore’, tiwo-(tá) ‘go up ashore’; Wol tiwa-agi ‘move around, walk about’.	Note also Ksr tʌ ‘come, land’. 	See also PMc *siwo ‘down, westward’.	
PCk	*doo-	‘to go’	Chk too- ‘go, proceed’, too-(noŋ) ‘go in, enter’, too-(wu) ‘leave, go out’; Pul too-(loŋ) ‘enter’; Crl too-(loŋ) ‘enter’, too-(wow) ‘leave, go out’; Wol too- ‘come, walk, move, migrate’, too-(loŋo) ‘enter, come in’, too-(waú) ‘go out, move out’.	Cf. Lak so- ‘going, proceeding’ (with directional suffixes); Fij soo ‘to assemble together (of people)’; Lau too ‘people, race’.		
PCk	*doro	‘to fall’	Chk tur ‘f., be fallen’, ttur ‘be fallen’, turu-(tiw) ‘f. down’, turu-(nó) ‘f. over’, (o)-turu ‘let or cause (s.t.) to f.’; Pul toro-(ló) ‘f. over’; Crl ttor ‘jump, leap off of s.t.’, ttoro-(tá) ‘jump up’; Wol toro ‘to f.’			
PCk	*dowu-lapa	‘be many, a crowd’	Crl tou-lap ‘assembly, c. of people’; Wol tou-lape ‘be a lot, m., much, numerous, abundant, plentiful’.			
PCk	*dúnú-yawa	‘lips’	Chk túna-aw, túna-awa-(n), túnnaaw, túnnaawa-(n) ‘l., his l.’; Pul túnawúwá-(n wóón) ‘upper l.’; Crl túlaaw; Wol túlú-yawe, túlú-yawa-(l); PuA túni-yawa.	Cf. Pon kili-n-aw, kili-n-ɛwɛ ‘l., his l.’		
PCk	? *dupwu1	‘proceed, wade’	Chk tupw ‘go, proceed’; Pul tupwu-(ló) ‘to wade away’, tupwu-(tá) ‘to wade eastward’.			
PCk	? *dupwu2	‘be fooled, deceived’	Chk tupw ‘be f., d.’, tupwi-iti ‘be fooled by (s.o.)’; Pul tupwu-u-(w) ‘deceive, fool, joke with (s.o.)’; Crl tubw ‘be d., cheated, f.’			
PCk	*dupwu3	‘set (of sun), go down’	Chk tupw ‘to s. (of the sun)’, tupwu-(ni-yón) ‘sunset’, (soo)-tupw ‘departed person, dead person’; Pul tupwu-(ló), tupwu-(tiw) ‘to s. (as the sun)’, (hoo)tup ‘worshipped soul of the dead’; Crl tubw ‘to sink, go d.’, tubwu-l ‘setting of’; Wol tubu ‘to s., go d.’, tubu-(li-yalo) ‘sunset’; PuA (tou)-tupwa (sic) ‘spirit, god’.	Cf. Bug huu ‘sink, dive, go d. (of sun)’; Lau suu ‘s. (of heavenly bodies), dive’; Aro suu ‘s. (of the sun), dive’, suu-hi ‘s. on or over, dive for’; Kwa suu ‘dive, sink (of sun)’, suu-fi-(a) ‘to dive for’.	Cf. also PMc *Suu, SuuSuu, Suu-fi- ‘dive, bathe’.	
PCk	*emwa, emwa-ri	‘be looked at’	Chk emw ‘be inspected, investigated, looked at’, emweri ‘pay a sympthetic visit to (s.o.)’, (á)-ámwáámw ‘watch, make ongoing or repeated inspections, repeatedly have a look’, (á)-ámwa ‘pay a sympathetic visit to (s.o. who is sick)’; Pul yemwe-ri-(y) ‘to visit (a sickperson) with food gifts’; Crl (a)-amw ‘to look or face in a certain direction’, amwu-ri, ámwu-ri ‘to look for (s.o. or s.t.)’, (alla)-amwa, -amwá ‘to observe, to look at (s.o.) in a secret or sneaky way’; Wol yamwe ‘to peep, loom up, stretch one's neck up or out to observe s.t., stick one's head out’, yemwaamwe ‘to visit, look at s.t., watch’, yemwa-ri-(i) ‘look at it, visit him, watch it’.	Cf. Mrs mih ‘to crane one's neck to see’.		
PCk	? *érééra	‘coconut blossom or spathe’	Chk éréér, éréére-(n) ‘coconut blossom or spathe from within which new cluster of nuts will form and from which palm toddy is extracted, c. b. of’; Pul yéréér, yéréérá-(n); Wol eréére.			
PCk	? *faa-	‘go on foot’	Pul faa-(tapw) ‘to chase, follow, hunt’, faa-(tapwe-e-y) ‘to chase, follow, hunt (s.o. or s.t.)’; Crl faa-(shee-y), faa-(tchee-y) ‘to give chase to, pursue, hunt after (s.o.)’; Crn faa-(Ree-y) ‘to give chase to, pursue, hunt after (s.o.)’, also Crl faa-(tabw), fa-(ttabw) ‘to run’, faa-(tabwe-e-y), fa-(ttabwe-e-y) ‘to run after, chase (s.o.)’; Wol faa-(shage) ‘to chase, pursue’, faa-(shage-e-y) ‘to chase or pursue, run after (s.o. or s.t.)’, also Wol faa-(ttabe) ‘to chase, run after’, faa-(ttabwe-e-ye) ‘chase him or it’.		See also PCk *caka-i-, ccaka-i- ‘chase, pursue’, PMc *faa, faa-[sS]i ‘apply the sole of the foot’, PCk *dapwa, dapwe-e- ‘follow’.	
